title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
"art in public : politics, economics, and a democratic culture","""this book presents a vigorous case for the arts, arguing for their crucial political, cultural, and economic contributions to civil society""-- provided by publisher ""this book examines fundamental questions about funding for the arts: why should governments provide funding for the arts? what do the arts contribute to daily life? do artists and their publics have a social responsibility? challenging questionable assumptions about the state, the arts, and a democratic society, lambert zuidervaart presents a vigorous case for government funding, based on crucial contributions the arts make to civil society he argues that the arts contribute to democratic communication and a social economy, fostering the critical and creative dialogue that a democratic society needs informed by the author's experience leading a nonprofit arts organization as well as his expertise in the arts, humanities, and social sciences, this book proposes an entirely new conception of the public role of art with wide-ranging implications for education, politics, and cultural policy""-- provided by publisher",machine generated contents note: part i double deficit: 1 culture wars; 2 what good is art?; 3 just art?; part ii civil society: 4 public sphere; 5 civic sector; 6 countervailing forces; part iii modernism remixed: 7 relational autonomy; 8 authenticity and responsibility; 9/ democratic culture; 10 transforming cultural policy,"['government aid to the arts', 'democracy and the arts', 'arts and society', 'relational art']","['democracy and the arts', 'arts and society', 'art and social action', 'art and society', 'politics in art']",n,"{'government aid to the arts': 8, 'democracy and the arts': 1, 'arts and society': 2, 'relational art': 270}"
vintage jewelry design : classics to collect & wear,"recounts more than 100 years of design history, accompanied by archive images, fashion photography, and specially commissioned illustrations of period pieces","1890-1910 : divinely decadent -- 1910s : the edwardian era -- 1920s : streamlined and chic -- 1930s : hollywood glamour -- 1940s : f for fake -- 1950s : mid-century sparkle -- 1960s : pop goes the future -- 1970s : the body, bold and beautiful -- 1980s : the power and the glory -- 1990s to now : future collectables -- shopping & collecting guide -- glossary of jewelry terms","['costume jewelry', 'costume jewelry', 'jewelry', 'jewelry']","['artist-designed jewelry', 'ethnic jewelry', 'costume jewelry', 'antiques in interior decoration', 'silver jewelry']",n,"{'costume jewelry': 3, 'jewelry': 7}"
looking at greek art,"""looking at greek art, by mark d stansbury-o'donnell, offers a practical guide to the methods for approaching, analyzing, and contextualizing an unfamiliar piece of greek art""-- provided by publisher ""looking at greek art, by mark d stansbury-o'donnell, offers a practical guide to the methods for approaching, analyzing, and contextualizing an unfamiliar piece of greek art it demonstrates how objects are dated and assigned to an artist or region; how to interpret the subject matter and narrative; how to reconstruct the context for which an object was made, distributed, and used; and how we can explore broader cultural perspectives by looking at questions of identity, gender, and relationships to surrounding cultures each section focuses on different theoretical approaches, providing an overview of the theories, key terms, and required evidence case studies serve to demonstrate each process and some key issues to consider when using a given approach this book explores a variety of media, including terracotta, metalwork, and jewelry, in addition to works found in major museum collections in the united states and europe""-- provided by publisher",machine generated contents note: 1 the study and presentation of greek art; 2 description and visual analysis; 3 meaning; 4 context; 5 identity,"['art, greek']","['mythology, greek, in art', 'art, hellenistic', 'sculpture, greek', 'antiquities in art', 'art, greek']",n,"{'art, greek': 5}"
"the jew, the cathedral and the medieval city : synagoga and ecclesia in the thirteenth century","""in the thirteenth century, sculptures of synagoga and ecclesia - paired female personifications of the synagogue defeated and the church triumphant - became a favored motif on cathedral façades in france and germany throughout the centuries leading up to this era, the jews of northern europe prospered financially and intellectually, a trend that ran counter to the long-standing christian conception of jews as relics of the pre-history of the church in the jew, the cathedral and the medieval city, nina rowe examines the sculptures as defining elements in the urban jewish-christian encounter she locates the roots of the synagoga-ecclesia motif in antiquity and explores the theme's public manifestations at the cathedrals of reims, bamberg, and strasbourg, considering each example in relation to local politics and culture ultimately, she demonstrates that royal and ecclesiastical policies to restrain the religious, social, and economic lives of jews in the early thirteenth century found a material analog in lovely renderings of a downtrodden synagoga, placed in the public arena of the city square""-- provided by publisher","machine generated contents note: introduction: the jew, the cathedral and the city; part i imagining jews and judaism in life and art: 1 the jew in a christian world: denunciation and restraint in the age of cathedrals; 2 ecclesia and synagoga: the life of a motif; part ii art and life on the ecclesiastical stage - three case studies: introduction to part ii: nature, antiquity and sculpture in the early thirteenth century; 3 reims: 'our jews' and the royal sphere; 4 bamberg: the empire, the jews and earthly order; 5 strasbourg: clerics, burghers and jews in the medieval city; epilogue: the afterlife of an image","['ecclesia (christian art)', 'synagoga (christian art)', 'sculpture, medieval', 'art and society', 'judaism', 'christianity and other religions']","['synagoga (christian art)', 'jews in art', 'sepulchral monuments, renaissance', 'liturgy and architecture', 'liturgy and art']",n,"{'ecclesia (christian art)': 13, 'synagoga (christian art)': 1, 'sculpture, medieval': 27, 'art and society': 135, 'judaism': 266, 'christianity and other religions': 455}"
earth-friendly buildings,"this book is an introduction to earth-friendly buildings, discussing sustainable architecture, using resources such as water and energy efficiently, smaller houses, cutting down on waste, using local materials, green roofs of plants, and rain gardens","what is an earth-friendly building? -- why build earth friendly? -- growing communities, building smart -- cutting down on waste -- earth-friendly building materials -- making your own energy -- lowering vocs -- green roofs and rain gardens -- the future of earth-friendly building",['sustainable architecture'],"['sustainable buildings', 'sustainable architecture', 'ecological houses', 'sustainable design', 'sustainable archtecture']",n,{'sustainable architecture': 2}
"interpreting ancient figurines : context, comparison, and prehistoric art","""this book examines ancient figurines from several world areas to address recurring challenges in the interpretation of prehistoric art""-- provided by publisher ""this book examines ancient figurines from several world areas to address recurring challenges in the interpretation of prehistoric art sometimes figurines from one context are perceived to resemble those from another richard g lesure asks whether such resemblances play a role in our interpretations early interpreters seized on the idea that figurines were recurringly female and constructed the fanciful myth of a primordial neolithic goddess contemporary practice instead rejects interpretive leaps across contexts dr lesure offers a middle path: a new framework for assessing the relevance of particular comparisons he develops the argument in case studies that consider figurines from paleolithic europe, the neolithic near east, and formative mesoamerica""-- provided by publisher","universalist explanation and prehistoric figures -- comparison and context -- the questions we ask of images -- a cross-cultural explanation for female figurines? -- mesoamerican figurines and the contextualist appeal to universal truths -- figurines, goddesses, and the texture of long-term structures in the near east -- on figurines, femaleness, and comparison","['figurines, ancient', 'art', 'art and anthropology', 'art and society']","['figurines, ancient', 'pottery figures', 'art, prehistoric', 'sculpture, ancient', 'civilization in art']",n,"{'figurines, ancient': 1, 'art': 512, 'art and anthropology': 16, 'art and society': 190}"
pygmalion in bavaria : the sculptor ignaz günther and eighteenth-century aesthetic art theory,"""examines the work of eighteenth-century sculptor ignaz günther within the context of bavarian rococo art and counter-reformation religious visual culture""--provided by publisher","introduction -- ignaz günther (1725-1775) -- pygmalion in bavaria -- sculpture and religious culture in counter-reformation bavaria -- unruly art : günther's angels and their behavior in church -- günther's kerkerheiland and rebellious humility -- günther in weyarn and the liberties of procession sculpture -- ""broken unity"" : günther's self-reflective viewers -- pygmalion intention, pygmalion reverie","['sculpture, rococo', 'sculpture', 'counter-reformation in art']","['sculpture, german', 'sepulchral monuments, renaissance', 'sculpture, baroque', 'sculpture, renaissance', 'blonze sculpture']",n,"{'sculpture, rococo': 11, 'sculpture': 73, 'counter-reformation in art': 7}"
"furnishing louisiana : creole and acadian furniture, 1735-1835","""a thorough study of louisiana's early creole and acadian furniture (1735-1835) featuring a full-color catalogue of furniture forms made in the upper and lower mississippi river valley, along with contextual essays on the history of the region, woods, inlay, hardware, cabinetmakers, interiors, and the import trade""--provided by publisher","""cypressesas far as the eye can see"": the cabinet woods of louisiana -- ciphers, stars, vines, and swags: ""ebenisterie"" in louisiana / by cybèle t gontar and jack d holden -- form follows function: louisiana furniture hardware -- the early cabinetmakers of louisiana -- inside the early louisiana home / by brian costello -- ""a forest of ships"": furniture importation at the port of new orleans / by cybèle t gontar -- catalogue the louisiana armoire -- melange: case pieces, desks, and clocks -- the louisiana table -- the louisiana chair -- the campeche chair in louisiana / by cybèle t gontar -- the louisiana bedstead -- utilitarian objects -- creole furniture from the upper valley of colonial louisiana / by francis j puig","['furniture', 'furniture']","['furniture, early american', 'country furniture', 'antiques in interior decoration', 'house furnishings', 'architecture, colonial']",n,{'furniture': 24}
giotto and his publics : three paradigms of patronage,"""this probing analysis of three works by giotto and the patrons who commissioned them goes far beyond the clichés of giotto as the founding figure of western painting it traces the interactions between franciscan friars and powerful bankers, illuminating the complex interplay between mercantile wealth and the iconography of poverty political strife and religious faction lacerated fourteenth-century italy giotto's commissions are best understood against the background of this social turmoil they reflected the demands of his patrons, the requirements of the franciscan order, and the restlessly inventive genius of the painter julian gardner examines this important period of giotto's path-breaking career through works originally created for franciscan churches: stigmatization of saint francis from san francesco at pisa, now in the louvre, the bardi chapel cycle of the life of st francis in santa croce at florence, and the frescoes of the crossing vault above the tomb of saint francis in the lower church of san francesco at assisi these murals were executed during a twenty-year period when internal tensions divided the friars themselves and when the order was confronted by a radical change of papal policy toward its defining vow of poverty the order had amassed great wealth and built ostentatious churches, alienating many franciscans in the process and incurring the hostility of other orders many elements in giotto's frescoes, including references to st peter, florentine politics, and church architecture, were included to satisfy patrons, redefine the figure of francis, and celebrate the dominant group within the franciscan brotherhood""--book jacket",introduction -- giotto at pisa : the stigmatization for san francesco -- giotto among the money-changers : the bardi chapel in santa croce -- the lull before the storm : the vele in the lower church at assisi -- conclusion -- appendix inscriptions of the vele -- chronology,['art patronage'],"['mural painting and decoration, renaissance', 'art, early renaissance', 'christian saints in art', 'sepulchral monuments, renaissance', 'reformation and art']",n,{'art patronage': 52}
drawn to life : al hirschfeld & the theater of tennessee williams,"""presents artist al hirschfeld's original ink drawings documenting the plays of tennessee williams and the cast of actors who performed his works published in conjunction with the exhibition of hirschfeld's drawings at the historic new orleans collection in the spring of 2011""--provided by publisher",the whisper of my sister rose / mark cave -- trading lines : al hirschfeld's half century of drawings of tennessee williams and his plays / david leopold,"['actors', 'theater']","['theater in art', 'artists and theater', 'african americans in art', 'actors in art', 'cowboys in art']",n,"{'actors': 982, 'theater': 349}"
"wonder, image, and cosmos in medieval islam","this original book untangles fundamental confusions about historical relationships among islam, representational images, and philosophy closely examining some of the most meaningful and best preserved premodern illustrated manuscripts of islamic cosmographies, persis berlekamp refutes the assertion often made by other historians of medieval islamic art that, while representational images did exist, they did not serve religious purposes the author focuses on widely disseminated islamic images of the wonders of creation, show more this original book untangles fundamental confusions about historical relationships among islam, representational images, and philosophy closely examining some of the most meaningful and best preserved premodern illustrated manuscripts of islamic cosmographies, persis berlekamp refutes the assertion often made by other historians of medieval islamic art that, while representational images did exist, they did not serve religious purposes the author focuses on widely disseminated islamic images of the wonders of creation, ranging from angels to human-snatching birds, and argues that these illustrated manuscripts aimed to induce wonder at god's creation, as was their stated purpose she tracks the various ways that images advanced that purpose in the genre's formative milieu - the century and a half following the mongol conquest of the islamic east in 1258 delving into social history and into philosophical ideas relevant to manuscript and image production, berlekamp shows that philosophy occupied an established, if controversial, position within islam she thereby radically reframes representational images within the history of islam",iconic images : platonic forms and the awe-inspiring cosmos -- narrative images : astonishing anecdotes and cosmic times -- mirrored visions : penumbrabl wonders and the position of the viewer -- talismanice images : astrological composites and efficacious symbioses,"['islamic illumination of books and manuscripts', 'illumination of books and manuscripts, medieval', 'cosmography in art', 'art and philosophy', 'islamic philosophy']","['islam and art', 'islamic art', 'art and religion', 'islamic mosaics', 'mysticism and art']",n,"{'islamic illumination of books and manuscripts': 7, 'illumination of books and manuscripts, medieval': 128, 'cosmography in art': 110, 'art and philosophy': 140, 'islamic philosophy': 11}"
barns and outbuildings and how to construct them,"first published in 1881, this classic volume presents dozens of examples of barns and outbuildings, including floor plans and building instructions these designs are both historical and practical","general farm barns -- cattle barns and stables -- dairy barns -- cattle shelters -- sheep barns and sheds -- poultry houses -- piggeries -- carriage houses -- corn houses and cribs -- ice houses -- dairy houses -- spring houses -- granaries, etc -- smoke houses -- dog kennels -- bird houses -- the preservation of fodder in silos -- root cellars and root houses","['farm buildings', 'barns']","['barns', 'farm buildings', 'wooden-frame buildings', 'garden structures', 'building, wooden']",n,"{'farm buildings': 2, 'barns': 1}"
walter pach (1883-1958) : the armory show and the untold story of modern art in america,"""explores the career of walter pach (1883-1958), an influential figure in twentieth-century art and culture as critic, agent, liaison, and lecturer, pach helped win the acceptance of modern european, american, and mexican art throughout the north american continent""--provided by publisher","list of illustrations -- preface -- acknowledgments -- family background and influence -- art student days -- the formative years -- the armory show -- pach the artist, 1903-1919 -- modern art exhibition organizer -- society of independent artists -- liaison, agent, dealer, and advisor -- writings on modern european and american art -- lectures on modern european and american art -- latin american art and artists -- historian -- return to naturalism, 1919-1958 -- final decade -- epilogue -- appendix : chronology -- notes -- selected bibliography -- index","['art critics', 'art, modern', 'art and society']","['history in art', 'national characteristics, american, in art', 'art and globalization', 'art historians', 'new deal art']",n,"{'art critics': 41, 'art, modern': 72, 'art and society': 10}"
drawing,"introduces the reader to drawing, examining what drawing is, what drawings can be made of, what drawings can show, differences in size, technique and style, historical and modern examples, and examples from different cultures",what is a drawing? -- where can i see drawings? -- what do people use to make drawings? -- how do people make drawings? -- why do people make drawings? -- what else do people draw? -- what can drawings show? -- what is a self-portrait? -- start to draw! -- glossary,['drawing'],"['drawing', 'drawing, european', 'drawing, renaissance', 'portrait drawing', 'drawing, french']",n,{'drawing': 1}
an introduction to architectural theory : 1968 to the present,"""a sharp and lively text that covers issues in depth but not to the point that they become inaccessible to beginning students, an introduction to architectural theory is the first narrative history of this period, charting the veritable revolution in architectural thinking that has taken place, as well as the implications of this intellectual upheaval the first comprehensive and critical history of architectural theory over the last forty years surveys the intellectual history of architecture since 1968, including criticisms of high modernism, the rise of postmodern and poststructural theory, critical regionalism and tectonics offers a comprehensive overview of the significant changes that architectural thinking has undergone in the past fifteen years includes an analysis of where architecture stands and where it will likely move in the coming years""-- provided by publisher ""an introduction to architectural theory is the first comprehensive and critical history of architectural theory over the last forty years mallgrave employs the words theory and architecture in a broad sense--the latter encompassing aspects of urban planning, structural, and landscape design, while theory too is often indistinguishable from practice the text surveys the intellectual history of architecture since 1968, including criticisms of high modernism, the rise of postmodern and poststructural theory, critical regionalism and tectonics, and the significant changes that architectural thinking has undergone in the past fifteen years, concluding with an analysis of where architecture stands and where it will likely move in the coming years a sharp and lively text that covers issues in depth but not to the point that they become inaccessible to beginning students, an introduction to architectural theory is the first narrative history of this period, charting the veritable revolution in architectural thinking that has taken place, as well as the implications of this intellectual upheaval""-- provided by publisher",machine generated contents note: table of contents -- acknowledgments -- preface: the 1960s -- part one: 1970s -- 1 pars destruens: 1968-1973 -- 2 the crisis of meaning -- 3 early postmodernism -- 4 modernism abides -- part two: 1980s -- 5 postmodernism and critical regionalism -- 6 traditionalism and new urbanism -- 7 theory in the gilded age -- 8 deconstruction -- 1990s and present -- 9 wake of the storm -- 10 pragmatism and post-criticality -- 11 minimalisms -- 12 sustainability and beyond -- index -- notes,"['architecture', 'architecture']","['architecture and society', 'architecture and history', 'architectural historians', 'architectural critics', 'architecture, postmodern']",n,{'architecture': 30}
painting portraits and figures in watercolor,"""using clear and concise language and in-depth, step-by-step demonstrations, author and renowned artist mary whyte guides beginning and intermediate watercolorists through the entire painting process, from selecting materials to fundamental techniques to working with models going beyond the practical application of techniques, whyte helps new artists learn to capture not just the model's physical likeness, but their unique personality and spirit""--p [4] of cover",introduction -- personal philosophy -- learning from the masters -- getting started -- why paint people? -- talent -- where to start -- failures -- materials & tools -- brushes -- paints -- paper -- palettes -- easels -- purchasing supplies -- the basic studio -- techniques -- how important is technique? -- learning the basics -- the wash -- glazes -- textures -- using gouache -- combining mediums -- painting details -- demonstration -- drawing -- learning to draw -- proportion -- getting a likeness -- hands -- composition and design -- making corrections -- demonstration -- values -- what is value? -- creating shape and depth with value -- seeing values correctly -- the five degrees of light -- using values in composition -- demonstration -- edges -- how edges occur -- making soft edges -- what affects edges -- demonstration -- color & light -- the magic of color -- the color wheel -- the decision of color -- mixing color -- color harmony -- light -- demonstration -- backgrounds -- planning a background -- background color -- incorporating the background -- painting people in backgrounds -- demonstration -- life as an artist -- expression -- knowing what to paint -- growing as an artist -- being a professional artist -- working with the model -- portrait commissions -- working with children -- framing your work,"['watercolor painting', 'portrait painting', 'figure painting']","['watercolor painting', 'portrait painting, english', 'watercolor painting, european', 'still-life painting', 'portrait painting']",n,"{'watercolor painting': 1, 'portrait painting': 5, 'figure painting': 8}"
house beautiful style 101 : 400 designer secrets to a beautiful home,"filled with advice from design pros, this book will help you make any kind of décor decision","a pop quiz : discover your style -- glam : a nervy mix of everything, from gilt to statuary, set off by bold brave color -- new ruralist : natural materials play against the soulful patine of aged antiques and mother nature's perfect hues -- traditional with a twist : old-school silhouettes, patterns, and colors rooted in tradition, reinvented in fresh 21st-century ways -- modernist : clean lines, tailed detail, and luminous color deployed with an eye for the utmost balance and serenity -- accessorator : an audacious (yet perfectly composed) jumble of intricate pattern, vivid color, and very personal collections",['interior decoration'],"['color in interior decoration', 'lighting, architectural and decorative', 'interior decoration', 'art in interior decoration', 'interior decoration rendering']",n,{'interior decoration': 3}
lee krasner : a biography,"""lee krasner, best known as jackson pollock's wife, reveals a woman who was a firebrand and trailblazer for women's rights, who also led a fascinating life, and who is finally now being recognized as one of the 20th century's modernist masters""-- provided by publisher","beyond the pale: a brooklyn childhood, 1908-21 -- breaking away: determined to be an artist, 1922-25 -- art school: cooper union, 1926-28 -- national academy and first love, 1928-32 -- enduring the great depression, 1932-36 -- from politics to modernism, 1936-39 -- solace in abstraction, 1940-41 -- a new attachment: life with pollock, 1942-43 -- copying with peggy guggenheim, 1943-45 -- coming together: marriage and springs, 1945-47 -- triumphs and challenges, 1948-50 -- first solo show, 1951-52 -- coming apart, 1953-56 -- dual identities: artist and widow, 1956-59 -- a new alliance, 1959-64 -- recognition, 1965-69 -- the feminist decade, 1970-79 -- retrospective, 1980-84","['painters', ""painters' spouses""]","['women, black, in art', 'mothers in art', 'women in art', 'feminism in art', 'civil rights movements in art']",n,"{'painters': 379, ""painters' spouses"": 19}"
classical myths in italian renaissance painting,"""the book is about a new development in italian renaissance art; its aim is to show how artists and humanists came together to effect this revolution, it is important because this is a long-ignored but crucial aspect of the italian renaissance, showing us why the masterpieces we take for granted are the way they are, and thre is no competitor in the field the book sheds light on some of the world's greatest masterpirces of art, including botticelli's venus, leonardo's leda, raphael's galatea, and titian's bacchus and ariadne""-- provided by publisher",the fascination with classical myths -- the all'antica ambience -- the new artistic tradition -- adaptations of sculpted and painted mythologies from antiquity -- the all'antica depiction of classical myths -- wall paintings on classical myths -- poesie,"['mythology, classical, in art', 'painting, italian', 'painting, renaissance']","['mythology, classical, in art', 'mythology, greek, in art', 'mural painting and decoration, renaissance', 'art, early renaissance', 'painting, renaissance']",n,"{'mythology, classical, in art': 1, 'painting, italian': 80, 'painting, renaissance': 5}"
draw princesses in 4 easy steps : then write a story,"""learn to draw fairy tale characters and write a story about them, with a story example and story prompts""--provided by publisher",getting started -- follow the 4 steps -- princesses -- prince -- fairy godmother -- woodsman -- witch -- animals -- dragon -- jewelry -- crowns -- shoes -- magic wand -- pot of gold -- furniture -- tree -- carriage -- castle -- how to write a story -- our story,"['princesses in art', 'drawing', 'fantasy fiction']","['princesses in art', 'fairy tales in art', 'disney characters in art', 'fairies in art', 'fantasy in art']",n,"{'princesses in art': 1, 'drawing': 9, 'fantasy fiction': 143}"
awakening creativity : dandelion school blossoms,"""awakening creativity describes the participatory process of artistic expression guided by lily yeh at the dandelion school, a nonprofit organization in beijing that serves the children of poor migrant workers yeh worked with hundreds of students, teachers, and volunteers to transform the school's main campus with mural painting, mosaics, and environmental sculpture""--provided by publisher","my development as an artist -- the dandelion community : a mirror of a difficult society -- introduction : the dandelion school transformation project -- fall 2006 : meet, listen, inspire, and explore -- fall 2007 : discovering the creativity within -- spring 2008 : teamwork, leadership, and re-creation -- fall 2008 : personal journeys and cultural heritage : developing awareness locally and globally -- spring 2009 : preserving the experience, sustaining transformation -- impact -- methodology","['art', 'children of migrant laborers']","['art and social action', 'artists and community', 'revolutions in art', 'arts in education', 'chinoiserie (art)']",n,"{'art': 90, 'children of migrant laborers': 990}"
"the art of building in the classical world : vision, craftsmanship, and linear perspective in greek and roman architecture","""this book examines the application of drawing in the design process of classical architecture, exploring how the tools and techniques of drawing developed for architecture subsequently shaped theories of vision and representations of the universe in science and philosophy building on recent scholarship that examines and reconstructs the design process of classical architecture, john r senseney focuses on technical drawing in the building trade as a model for the expression of visual order, showing that the techniques of ancient greek drawing actively determined concepts about the world he argues that the uniquely greek innovations of graphic construction determined principles that shaped the massing, special qualities, and refinements of buildings and the manner in which order itself was envisioned""--provided by publisher ""this book examines the application of drawing in the creation of classical architecture, exploring how the tools and techniques of drawing developed for architecture subsequently shaped theories of vision and representations of the universe in science and philosophy building on recent scholarship that examines and reconstructs the design process of classical architecture, john r senseney focuses on technical drawing in the building trade as a model for the expression of visual order, showing that the techniques of ancient greek drawing actively determined concepts about the world he argues that the uniquely greek innovations of graphic construction determined principles that shaped the massing, special qualities, and refinements of buildings and the manner in which order itself was envisioned""--provided by publisher",machine generated contents note: introduction: challenges of analysis and interpretation; 1 the ideas of architecture; 2 vision and spatial representation; 3 the genesis of scale drawing and linear perspective; 4 architectural vision; excursus: envisioning cosmic mechanism in plato and vitruvius; appendix a: analysis of the dimensions of the blueprint for entasis at didyma; appendix b: analysis of the hypothetical working drawing for platform curvature at segesta; appendix c: analysis of the hypothetical working drawing for platform curvature in the parthenon,"['architectural design', 'architectural drawing', 'architecture, classical']","['architecture, greek', 'architecture, roman', 'architecture, ancient', 'civilization in art', 'architecture in art']",n,"{'architectural design': 207, 'architectural drawing': 18, 'architecture, classical': 8}"
dale chihuly : a celebration,"dale chihuly, the hugely popular artist who works in glass, celebrates his 70th birthday in 2011 tacoma art museum, in his hometown, owns more than 150 examples of his work and is mounting an exhibition in his honor both this book and the exhibition showcase chihuly's enduring interest in the arts and natural beauty of the pacific northwest, which are a major influence on his work this book focuses on the importance of these influences from native american baskets to wool trade blankets, the gritty tacoma of the 1960s, and puget sound, this exhibition and book follow chihuly's development and accomplishments and how he grew and evolved while maintaining close ties to tacoma the essay by curator rock hushka traces chihuly's creative process and the ways in which his abiding interest in the american northwest enriches his work","a lifetime of inspiration: dale chihuly and tacoma / rock hushka -- the northwest room, the boathouse, seattle -- dale chihuly in tacoma -- selections from the tacoma art museum collection",['glass art'],"['glass art', 'glass sculpture, american', 'glass artists', 'glass sculpture', 'glass painters']",n,{'glass art': 1}
ideas about art,"""ideas about art is an intelligent, accessible introductory text for students interested in learning how to think about aesthetics it uses stories drawn from the experiences of individuals involved in the arts as a means of exposing readers to the philosophies, theories, and arguments that shape and drive visual art an accessible, story-driven introduction to aesthetic theory and philosophy prompts readers to develop independent ideas about aesthetics; this is a guide on how to think, not what to think includes discussions of non-western, contemporary, and discipline-specific theories examines a range of art-based dilemmas across a wide variety of disciplines - from art and design and law to visual and museum studies""-- provided by publisher ""ideas about art is an engaging and inspirational text that teaches students to apply critical theory and develop and support their own opinions concerning aesthetics and art theory the text examines a range of art-based dilemmas, cases and instances of art in a multicultural context and across a wide variety of disciplines--from art and design and law to visual and museum studies organized into small chapters that begin with concrete stimuli for delving into deeper philosophical issues real and hypothetical--art's value, taste, the creative process, censorship, and aesthetic taste and theory--ideas about art includes stories from artists, art critics, art museum and art gallery professionals and philosophers, and brings art and aesthetics to life""-- provided by publisher","machine generated contents note: acknowledgements -- list of illustrations -- preface -- 1 public opinion/public art -- 2 non-western ideas -- 3 western ideas -- 4 beauty -- 5 expression & aesthetic experience -- 6 art & ethics -- 7 political art, censorship & pornography -- 8 art & economics -- 9 feminist art, aesthetics & art criticism -- 10 postmodern art & attitudes -- 11 photography & new media -- 12 (re)discovering design -- 13 art & aesthetic education -- 14 artists, art critics, art historians, curators, museums & viewers -- references -- index","['art', 'aesthetics']","['art and society', 'art and morals', 'art and popular culture', 'art and race', 'social problems in art']",n,"{'art': 71, 'aesthetics': 156}"
global visual cultures : an anthology,"""global visual cultures is a definitive anthology that provides a new and groundbreaking perspective on the field, and addresses multiple interpretations of the visual, from considerations of the ""everyday"" to global political contexts expands the theoretical framework for considering visual culture brings together a rich selection of readings relevant in a variety of disciplinary and interdisciplinary settings, from critical theory, anthropology and history, to political science, architecture, and ethnic, race and gender studies analyzes cultural phenomena in global and local contexts and across a broad geographical and geopolitical terrain address multiple interpretations of the visual, from considerations of the ""everyday"" to global political contexts offers ample, useful pedagogy that reveals the multi-faceted nature of visual culture""-- provided by publisher ""global visual cultures is a definitive collection of works on the current topics in the field of visual culture contributing to an expanding theoretical framework for considering visual culture, the volume brings together a selection of readings relevant in a variety of disciplinary and interdisciplinary settings, from critical theory, anthropology and history, to political science, architecture, and ethnic, race and gender studies revealing the interplay between areas of study in this diverse field, the texts analyze cultural phenomena in global and local contexts and across a broad geographical and geopolitical terrain with topics ranging from michael jackson to 9/11, from webcams and surveillance to antarctica and gendered images, the essays selected for inclusion in global visual cultures address multiple interpretations of the visual, from considerations of the ""everyday"" to global political contexts this definitive anthology provides a new and groundbreaking perspective on visual culture on a global scale""-- provided by publisher","14 michael jackson, television, and post-op disasters (macarena gómez-barris and herman gray) -- 15 aliens and indians: science fiction, prophetic photography and near-future visions (curtis marez) -- 16 orienting orientalism, or how to map cyberspace (wendy hui kyong-chun) -- 17 spatial ""wrapping"": a speculation on men's hip-hop fashion (scott l ruff) -- 18 self styling (sarah nuttall) -- 19 ""straight"" women, queer texts: boy-love manga and the rise of a global counterpublic (andrea wood) -- part iv: afterimage: trauma/history/memory -- introduction (zoya kocur) -- 20 squatting through violence (simon leung) -- 21 contemporary documentary film and ""archive fever"": history, the fragment, the joke (jaimie baron) -- 22 the mote in god's eye: 9/11, then and now (jon bird) -- 23 caught by images (ernst van alphen) -- 24 political literacy and voice (joy james) -- index","['art and society', 'visual communication', 'communication and culture']","['visual anthropology', 'art and globalization', 'arts and globalization', 'globalization in art', 'ethnic art']",n,"{'art and society': 11, 'visual communication': 263, 'communication and culture': 45}"
